,text,stars
19,"I am big on Food Safety and when I see food safety violations (especially when someone else is cooking my food), I feel propelled to say something. I stopped by here and placed my order. The female taking my order called another employee over who was on the line cooking the food to help her with a cash register issue. The employee stop making the food, walked over and started handling the money and pressing buttons on the cash register. I ordered through the drive through so I can see how nasty the monitor was on the cash register. 

The female that finished handling the cash register issues went back to make the food without exchanging gloves. I said something immediately and to my surprise the original cashier clerk defended her action as if she was scared to correct her. This happens in the workplace a lot. People see others violating rules and dont say anything to ""keep the peace"". 
I was sooo mad, I told the cashier ""Forget it"" I dont want this food and drove off not even negotiating my refund. 

I have eaten here many of time and had great experiences. I just had to post this so the whomever is in charge can round up the employees and remind them about Food Safety and not be to lazy to wash their hands or change gloves when touching other things away from the food prepping line. Customers are watching.",1
20,This was my first time going to the dentist and I'm so happy I stumbled upon this place. Dr. Irene Han was so nice and informative. Looking forward to my next visit.,5
22,Very loud music but it was worth it for the fabulous nicely priced sushi! Fun wait staff and great fast service. The TIGER ROLE was amazing.,5
23,I travel all over Texas and have a favorite bbq food truck in Austin and now I have a place just as good in Phoenix. Now I understand how they have 5 stars with over 1700 reviews. I've bookmarked Little Miss BBQ and will be back.,5
24,"We arrived at 11:30am for lunch on a friday and it was already almost full. We got a table and quick friendly service. Food was delicious.  I tasted the signature curry, green curry chicken, pad Thai and chicken fried rice.",5
25,Excellent dealership! Great experience as usual.,5
26,"We go here as a family 2 or 3 times a month. We love it!  The service is always top-notch! The fideo soup that comes before the entree is delicious.  Food is excellent - always.  If you have any space for dessert, go for it!  They are all great - my favorite is the mango.",5
27,Came into the store today and came out with a cracked door handle. Then the staff themselves is extremely rude and tried to pin the issue with me! Do not waste your money with these guys!! Nothing but some crooks!,1
28,"One of my favs in the valley. Breakfast, lunch or dinner this place brings its A game! This place is a must try. The scallops and risotto are everything!",5
30,Great place to eat korean barbecue. You can't go wrong. Friendly staff too. We'll be back.  AYCE for $16.99 is great...,5
31,"Not sure why there are so many negative reviews here. Let me point out a few things that matter when you enter a brand store like Canada Goose.
1. The material and the offerings this brand has for Winter wear is of no match to any other brand and hence the price does all the justice. It comes with a 10 year warranty, what else would you need.
2. Such stores are always jam packed and its very difficult for any sales associate to handle multiple at the same time. Yes, even if you deploy a soldier of sales men, its not enough for such a store
3. What they offer is promising and  they do no compromise on quality or safety when it comes to winter wear.
4. The sales associate 'Luna' was super sweet to us. Though it was the peek of season and super busy, she was kind enough to answer every question and took time to explain every detail of the varieties they had at the store.
I do not need to recommend this brand to anyone. Those who own this know the worth of it. It is indeed a life time investment worth every penny.",5
33,"This is one of my favorite restaurants.  I have been there numerous times since they've opened and the food has always been delicious and the service has been outstanding.  The bruschetta board, Tomasos meatballs, house made pasta and sauce are my go to items.  The cocktails are fabulous as well.  Most recently I sat outside at the bar with my friend and Nicole the bartender was very friendly and knowledgeable about the menu.  I will be back for sure!",5
34,"I discovered Las Vegas ATV Tours via Groupon and read some of the mixed (but mostly good) review via Trip Advisor and Yelp.  Overall, it seemed like everyone was super happy with their tour.

Communication is a little spotty at times, but mainly because it's a mom and pop kind of business and everyone works in that joint.  After a tour is when these guys respond to your emails and phone calls.  

We signed up for the One Hour Tour.  John picked us up from The Four Seasons Hotel along with other folks from different hotels on the strip and we headed towards the Motor Speedway where they dropped us off next to the Airforce base.  It's about a 30 mins drive. To begin with, I have never driven an ATV before, but I owned a scooter for seven years and have driven a motorcycle, so I am well aware of how to dress on a moving vehicle.  However, a few of the gals did not.  

Girls - be smart, not stupid.  Wear pants and choose the morning session in the summer.  It's simply too hot to do this tour in the middle of the afternoon.  You'll die.  Second, wear moisture wicking clothes as you will sweat and pour water all over your body.  Bring a light long sleeved shirt.  The sun is strong and no matter how much sunscreen you apply, you'll be thankful for the coverage when the wind picks up and sand is blowing onto your bare arms.  Second, wear old tennis shoes. Not TOMS, not Keds, not sandals.  Again, don't be an idiot, you are in the desert on a 4-wheeler.  The pedals have metal prongs and you need protection from the heat of the engine.

Last, bring a small backpack filled with water, extra sunscreen, ibuprofen, kleenex (i.e. toilet paper), chapstick and a bandana.  While the group gives you a water during the half time break, they only bring enough water for one bottle per person.  It's hot outside and the heat definitely got to me.  I wish I would have brought extra water and a bandana to cover my mouth from all the dirt.

Now, onto the tour.  I thought it was amazing.  The guys are tatted up, smoke and good ole' boys - they know what they are doing.  They did a great job describing what we would be doing and the hand signals to follow.  They also had extra riders to round up the caboose and let the girls ride tandem in the event they were too scared to drive an ATV.  They warm you up with an easy start filled with small bumps and hills.  As you become more comfortable with the ATV,  you  have the option to be more aggressive as you trust the machine over time.  They definitely make it clear to do whatever you feel most comfortable with and they never make you feel stupid for taking it slow and careful.  They know the area like the back of their dry, tan hands and do their job well.

Honestly, a one hour would have sufficed for me, as it's hot and physically exhausting, but we winded up riding two hours.  I'm not complaining, it was great fun, but for a retreat recreation I am planning in September, I would recommend to my older clients to perhaps consider just an hour as it is very physically demanding.  Also, your gas is in what looks like a gear shift on your right handle bar, it's a lot of strain to your right hand - it doesn't work like a motorcycle.  So be prepared for some terrible texting, post tour.

I winded up flying over a ""Witch's Eye"" and into a dune, causing me to almost flip over the handlebars.  I didn't, but winded up jamming my right thigh into the throttle and right handlebar.  It left a nasty bruise, cut and whiplash, but it was all worth it.  The staff was great - they made sure I was OK, gave me water and asked several times if I wanted to stop and go back.  I assured them I was OK, and while I definitely felt it the next day...and today...I am still so happy I did the tour.  It was great to get out into the desert, out of the strip, see the jets fly above you and meet some new people. I definitely would recommend this group and Casey as your guide.  To make this trip more enjoyable - be prepared, not a dumb-ass.

Lunch is provided afterwards and the team is eager to take group photos.  If you are ever in Vegas and looking for something different to do, give them a a call and go in the morning!",5
35,"Just ordered my pizza and I have a good feeling about it. I work in the area and craved a slice of pizza so I took to the world of Yelp for recommendations. They have good reviews on Yelp and they were just a couple miles up the road, so I gave it a shot. The lady at the counter has a New York or Jersey accent (I can't tell them apart, sorry). I told her it was my first time and she helped me make a decision (bc I'm indecisive) and I made my own creation. She saw that I had a Yelp coupon for checking in. She happily took it and I just paid the difference bc I the coupon was for a free slice of cheese pizza with a drink. She didn't have to accept my coupon but she did any way. While writing this my pizza came out and my order was called. I went up there and boy does it look good. I'm looking at it as I type. I'm taking my first bite!... I just ate half of it before continuing my review. It is delicious! I'm so lucky I found a pizza joint close to work and home. The prices are low especially for the quality. Definitely coming here again! Sorry, pizza trumps Yelp today and I'm hangry!",5
36,"Bad 1st experience! Charged for something I didn't ask for or receive. The young lady at the drive thru was rude and incompetent, it's just coffee and a danish. How do you screw that up? Will never visit this store again especially if she's on the window. Bottom line, put friendly people on the window who can place an order and swipe a card.",1
37,"A must while visiting Las Vegas at the Venetian Resort & Casino.

If you're at all like me when I visit Vegas it's 24-7 non-stop ... so to take a break at the Breathe Oxygen Bar and ""detox"" it's mandatory!!  While inhaling pure oxygen we got massages and pulse stimulation as well as aromatherapy!

Situated right on the canal you can see the gondolas float by and hear some magical signing - this also creates a nice tranquil feeling.

This is a place I always visit when in town.",5
40,"Watch out for these guys. Don't give them any of your info unless your serious about an item in store. They will run the hell out of your credit which if you know about credit it will drop your score of course. I already had an account an they still ran my credit over 3 times seriously while I already had an established account that I was paying on without my consent to do so. I complained, an of course nothing was done. Yet my credit has inquiry's on it though. Be careful an if possible avoid this one at Az Mills as everyone isn't the same so you might get better treatment at another store just not this one I'll say. Take care.",1
41,I really like this place! I like how you can try as many flavors as you want until you get to that one you want to commit to. I had passion fruit which was delish! If you can get over the sketchy location then you won't be disappointed!,5
42,"I have been on a search for good soft serve for a couple months when I found out about Tom's Dairy Freeze. I was skeptical because I thought ""just how good can soft serve get?"". I was wrong.

The very BIG ""medium"" cone dipped in chocolate that I got almost brought tears to my eyes. Not simply because it was creamy, delicious, melty and amazing but because it reminded me of my childhood. When I was a kid (I grew up in Russia), we went to Moscow and got a chocolate covered ice cream bar. It was almost identical taste to the soft serve cone dipped in chocolate that I got at Tom's. 

Beware: the ice cream (perhaps because it's real cream and not modified milk ingredient slush) melts REALLY fast. The chocolate was almost falling off my cone. It was so worth it though. I got twist flavour but next time I am going for vanilla alone for the purity of it.

Also, their sizes are generous. A medium really is a large. I've seen people with a large and it is HUGE. I recommend starting off with a small unless you're really sure you want a LOT of soft serve.

I would highly recommend Tom's to anyone who's looking for either good soft serve or good old fashioned ice cream in general.",5
43,I read the reviews and decided we should try Flipside!  The reviews mentioned that they use local produce and farms.  Reason 1!   Reviews also stated how clean and delicious everything is.  I made reservations because I wanted to make sure we did not have a wait .   I had to call back because one person in our party was stuck in traffic.  Courtney was understanding and moved our reservations.   We were greeted by Courtney and gave us a choice of two tables.  It was a great experience from the questions we had about menu to the dessert!   I highly recommend this place.   Thank for a wonderful meal and giving us time to visit with our VIP.,5
44,"Came to Phoenix for a couple days and I had bookmark this breakfast place. 

This place is really busy. Yet my boyfriend and I 
had a great experience. Our server was amazing. I forgot her name but I know she's German and Filipino, she was very attentive.

I had ordered the chicken fried steak with a gluten free banana muffin and I believe my boyfriend ordered the 5 egg white omelette with a gluten free banana pecan pancake. Everything was really good.",5
45,"I'm used to going to brunch after 1pm so I guess you really couldn't call it brunch.  I had just gotten out of church when I received a phone call from my best friend W.  He asked if I want to go eat at Windsor.  I had never been to Windsor and, of course I complained because I didn't think they were going to give me enough food to fill me up.  Remember, I am a fatboy trapped in a skinny mans body.  He promised I wouldn't be disappointed.

As we pulled up to Windsor, my first impression as we walked in the door was WOW.  I feel in love with the way the place was set up.  As we sat down, a friendly waitress came and took our drink and appetizer order.  She brought the drinks but she never brought the appetizers.  Then she came back and took our order.  She brought out our food but never brought out the appetizers.  We asked about the appetizers and she said she was so sorry and brought over her manager.  The manager told us she was sorry for the mishap and would comp our bill $17.00 since they forgot to put in our appetizers.  I couldn't believe this place.  It was like heaven.

Needless to say, my meal left me full and satisfied.  The service was great.  The atmosphere was wonderful, and the staff was amazing.  I think I have found my new spot every Sunday afternoon after church.",5
47,"Husband and I were at the Antique Mall on New Year's day.  OMG talk about busy - WOW.  The sales were amazing with bargains galore.  There was only one drawback and that was the check-out line.  It was half way around the store, but the sales prices were well worth the wait.  The other antique stores better smarten up and open on NEW YEAR'S DAY.  They are loosing out on HUGE amounts of money by not opening.",5
48,"Excited by the preceding reviews, had a lovely reunion dinner with family and a particularly splendid meal. The service was quite attentive and sensitive to allergies, and that included everyone who served us. 

Every tapas-style dish was well-seasoned and complex and so palate-pleasing!  Too bad we're just visiting Toronto. Would come back again and again!",5
49,"Bought their most expensive package - ""full royalty detailing"". Utter disappointment and a complete waste of money.

- Carpet was not shampooed -  coffee spill (primary reason for visit) was barely touched
- Windshield/windows were not even wiped at all from the inside
- They did not clean under the cupholder rubber insert, tons of visible dirt was left behind. 
- They did not properly clean trunk upholstery, lots of dirt/dust left behind.
- The leather seats were not cleaned -at all-

Basically you're paying 200 bucks for some kid to do a bad job vacuuming your car and wiping the dash.  Find a better detailer - AVOID THIS PLACE!",1
52,"Extremely over priced.  Asked for military crease on shirts.  Low and behold, no crease.",1
55,"Decent food and fast delivery paired with excellent customer service (one of my dishes had an issue and they replaced it was a very tasty, higher priced item of my choice and added a drink on top of it!)
Absolutely to recommend.",5
56,This is such a cool place to bring the kids downtown.  I used to always wonder what the inside of this old building looked like and now that they have made this into a museum for kids I have been able to check out the whole inside.  They have lots of stuff for the kids inside and out.  They have special hours when the kids are out of school so check online for that before you head out.,5
57,"Food was okay, servers were nice but need more experience or should pay more attention to diners needs. There is one white male (owner?) helping out  every time i go to this place this person always wear a printed T-shirt which  doesn't  create a warm welcoming gesture to the diners. This guy should change his attire or just stay inside the kitchen. Sometime you get pandesal if they remember. One time i ordered a bulalo the server said it doesn't come with rice because it is categorized as soup. I know the place is new and will need a lot of changes and adjustments but right now i rate this place one star.",1
60,"Another thrift store where once I enter there is no coming out empty handed. Love how well organized, open and clean this one is. Dressing rooms are awesome. Some prices are a bit too high yet just as many and maybe more are surprisingly low.  I'm definitely a fan and it's great that they offer daily half price promotions and that the money the store earns goes toward a good cause.  3$ off coupon if you donate (anything) and a stamp card where once you fill it up you get 30% off your entire purchase. Recommended!",5
61,Omg the food was awesome. I know good Mexican food and this was it!! I also got the seal of approval from my sis who only orders rice and beans and ventured out and ordered a taco and tostada which she said was awesome. Please go see Amanda our server !,5
65,"This is a very clean facility, the staff Rene fully explained everything. They want to make sure that you are comfortable with the place that you are storing your belongings. I would definitely recommend using Public Storage.",5
66,"Dont' go here.It was full of shady looking people and I didn't see one security officer. 

I left as quickly as I arrived. Too bad, it's a nice building and could be so much more.",1
67,"If you are truly into vinyl, you MUST visit this store, BOTH locations! I have found some serious treasures here! We love the Record City Crew!! Joey, Stacy, Brandi and Killian are some of the nicest people you will ever meet and they take great care of their repeat customers! 

My Family and I have been shopping here for many years and I can honestly say they have THE BEST PRICES IN TOWN! Their classic rock and metal inventory is outstanding and the majority of SEALED albums in my collection have come from Record City! Price, selection and QUALITY keeps me coming back to RC on a regular basis! I HIGHLY RECOMMEND RECORD CITY!!",5
68,"Great spot and great staff 
I had a 3 taco plate with beans and rice 2 chicken tacos and 1 fish taco.
My daughter also had the 3 taco plate with beans and rice she had hers with shrimp tacos...everything was delicious..While we were eating i checked us in on yelp and they gace ilus 2 fried oreos which my daughter ate both and loved..
Ohhh yeah i almost forgot...they were having a taco eating contest when we were there too..its like a $12 buy in and lasts 10 minutes..so we had a lil entertainment while we ate.
They also run happy hr from 4-7 pm Monday-Friday with $1.25 tacos..cant beat that at all..
I'll definitely be back..",5
70,Every stereotype of a mechanic shop taking advantage of an eighty year old woman was in play recently when my mother was able to spend more than her pension check after taking her car in for an coupon oil change!  DO NOT GO THERE!,1
72,"Went to this place a few years ago because of good reviews. The older gentleman was very pleasant and really made me feel welcome. I really thought I found myself a neighborhood jeweler. Then, I met the older lady. She is the reason why I have not returned. She handled the payment because the older gentleman was called in the back. This lady automatically assumed I needed a payment plan. Her attitude was quite condescending. I still bought the ring because it was the perfect gift. It was first and final purchase from this place. What a shame because I really liked the older gentleman and wanted to support local business.",1
73,This is our favorite Mexican place we've been to since moving to Az. Tastes authentic and delicious.,5
74,The absolute BEST!!!!  Quality food and service!  You won't regret ordering anything here ever!,5
75,"We had our wedding here last month and coming from out of state we hadn't had the chance to see the venue in person prior to the wedding so set our expectations low (just in case!); fortunately, the venue was more than just a pleasant surprise! The chapel was beautiful, and the banquet room where the reception was held was perfect. Michelle was our wedding coordinator on the day of the wedding and she was fabulous and so helpful, as was Tony. All of our guests raved about the food and the lighting was wonderful for photos. The package we purchased was so convenient and perfect as well. I would highly recommend this venue as they made our special day as easy & stress free for us as possible. We were so happy with how our wedding turned out, it was so beautiful and the evening was so much fun for us and all of our guests.",5
76,"This is absolutely the worst apartment complex I have ever lived in!! For starters the apartment building was built in the late 60's cool I like old buildings and the design of that time, but that doesn't mean that everything had to still be from that time inside. Everything is from the 60's and 70's down to the carpets that is missing in most closets. The ""updated"" tile that they where so proud to tell us about turned out to be Vinyl rolled out to look like tiles....the kitchen flooring is totally coming up from the faulty dishwasher also. Everything just looks dirty and dingy. Not only is everything inside the apartment out of date, but then the hallways haven't seen the light of anything new for a while, correction most hallways the main lobbies have just been freshened with a new coat of trim paint.....went from dingy blue to some type of aqua green stuff that looks like the 80's meet the 70's and decided Miami needed to be invited in....the worst thing of all have been the thefts from Amador every package that we have had to have delivered, I have had to replace almost every order we have ordered here due to the lovely neighbors helping themselves to packages left in door ways.... basically don't move here the only positive is the price but like they say you get what you pay for....",1
77,"This place is still rock solid!  We ordered the garlic spareribs and were AMAZED at how good it was.  

Imagine fried minced garlic that taste like mini croutons.  A heaping mound of it was tossed on top of the fried ribs.  I've never had anything like it.  I was shoveling spoonfuls of it into my mouth....",5
78,"Gimme Some Sugar has opened a dessert bar/bakery in Henderson.  It was opening day and the baked goods and treats were ready.  The place appears to serve desserts, coffee, and wine (not sandwiches/bread).  They don't open very early (11:00 am) and stay open up into the evening.  It would be a nice place for a casual date, conversation with friends, or an after movie/theatre/church snack. The owners might have come up with a nice niche for their business and hopefully it works because the desserts appear awesome.

The  service was very friendly and the pastry I  had (chocolate brownie/chocolate chip cookie) were really yummy.  The pastry looked like super quality stuff and from what I saw prices ranged from about $3 for cookies/brownies to $4 for very unique macarons to about $7 for very high-end cake desserts.  The more pricey desserts looked big enough to share with a date, spouse, or significant other.

The shop has about ten tables and is nicely decorated and clean.  It has a classy-artsy-bistro feel but is mellow with cool music.  It's tucked away in the corner of a strip mall at 215 and Stephanie, but it is not hard to find.",5
79,"Our dog saw Dr. Flick and she was wonderful and very caring and sincere!! She explained everything very clear and made sure we knew all of our options. She worked with us to find the most affordable care plan that was just as beneficial to our dogs health. She did not make us feel rushed even though we had a million questions. The staff is very knowledgeable and friendly. Even after the first visit we had a few questions about a minor change in our dog's condition and Dr. Flick herself called us back in a timely manner. I was surprised at that alone because usually you hear ""bring them in, we can't diagnose over the phone"". The Dr. called us back in a timely manner  and reassure us she would be fine!! We have 3 dogs and Dr.Flick has 3 new patients. I thank all the staff for such a great experience!",5
80,This is an awesome little place in little Italy. It's like stepping back in time the wall paper and the paneling make this a great atmosphere. We've been here many times. Why you ask? Well the food is always delicious and consistent the service is always wonderful. You can't go wrong at Guarino's. Normally I get the eggplant Rollup's but this time I decided to try something new. I had the chicken piccata and it didn't disappoint it was wonderful. Everyone enjoyed their meals and we had a wonderful evening. I highly recommend this place as a top stop for Little Italy.,5
82,"These guys know whats up. Took the time to tell me about some tire problems that I had, and even asked me if I drive the car 'aggressively' as they would have set it up a bit different. Not many places left that actually seem like specialist of a trade. Will be going back for sure!",5
83,"Great place to go get your haircut, everyone is nice and the price is right. Lots of hot spanish chicks work here too if you are a guy (no homo).  Try and come during the week when it is slower rather than on Saturdays when it is busy as all get out. I don't know if this place competes against D'Avance Beauty Salon. And what does the D' mean and why is it so popular here.",5
85,"Boooyaahhh! I ate it, so I will rate it! I am such a regular here that the staff refers to me by first name or with a big excited smile knowing I am back! Actually no not really, but everyone is super polite and it is clean! Talking about polite, Marie and Theresa are the two individuals who I prefer to deal with, out of anybody, working here, but if they are not there, anyone will do, but those two ladies are super awesome!

So before, there once use to be several Whataburgers locations closer to where I lived. That is no longer the case and I am a sad panda.  I always order a #2 (Double meat Whataburger), add cheese, extra pickles, extra onions and extra mustard on the bun! I feel those three things help perfectly clash with each other so I can fully savor the meat and the overall meal. The staff never even judges me or gripes about me wanting all the extra stuff. 

The fries, always crisp and golden and not too salty, but enough salt to have with the ""Fancy Ketchup"" ! I always grab extra ""fancy ketchup"" here to take home with me.

Onion rings taste sooooooooooooooo good. Add some ranch for 30 some cents, and yep.. 


Inside, like I said, clean.. but they play 50s-60s music, and it is music I grew up listening to, so I like the ambiance! 

What I like is that I can go in at the 3am and sit down and my food is cooked just as fresh as if I ordered it at 2pm! This place is open 24 hours so this place is legendary in my book. Yes, I said it, LEGENDARY!

Here are the downsides.

You have to eat the food right there and then, right away.
Not one closer to me.
If you Whatasize the Fries, it's the same size as the large fries! Don't do it!",5
86,I was super impressed with the quality of the workmanship as well as the friendly and helpful service! I had to rent a car while they put the new top on my Mustang. Ken gave me a ride to Enterprise both to pick up a car and to drop it off when my car was done. My new soft top looks better than it did when I first bought my car! I highly recommend this business!,5
87,"The food and service is exceptional. They offer a military discount, which is very nice. Decent prices and good value. I recommend.",5
90,"I love this tropical smoothie, customer service is always great and food is amazing!  Seems like this is the only one that has macroni salad. Love this place!",5
91,"This restaurant was rated top 10 new restaurant in 2017 according to weekly magazine so we came today. We ordered spanakopita for appetizer, tsipoura- grilled whole fish and solomos -grilled organic salmon and they were all delicious. The place was so nice and servers were excellent.",5
93,"Friendly people; smiley; ready to serve; and, indeed, fabulous, clean, healthy, multifruity, and mouth-watering cinnamon rolls and beverages! 

Everybody MUST go there--Cinnaholic, on Tropical (across from Walmart & Sam's club) and taste for themselves!!

My wife and I LOVE the fresh, hot, and delicious rolls

Dr. Sarri
NSHE Professor/Author",5
94,"Breakfast this morning was very good both in size and cost. We were immediately seated and our waiter, Ulitis, was very good. We will come again.",5
95,It started with very friendly reception staff. Then probably the best facial I've ever had with Nicole!  Such wonderful products. Bonus that they do online booking.,5
99,"It was my best friend's birthday and I wanted to treat her to brunch. This place was in between us and we wanted to try it for the longest time. The place was super packed when we got there, they only had the bar and high top tables available at the moment. The bar was actually super nice so we got seated there. 

We were immediately greeted by our server Nicole, sick tattoos btw. I've asked her about their mimosas and she said there were different types of mimosas that they can make. She listed them all and introduced this blueberry lavender mimosa that was pureeeeeeeee delicious and amazing. It was definitely something that we both haven tried before. The taste of it was just amazing and perfect for brunch. 

I've ordered the eggs Benedict and my best friend ordered the crab cake Benedict's. The food came super quickly and I was super impressed at how our server kept checking up on us and even filling up our cups with water without disturbing us! 

Let's talk food. My eggs Benedict was amaaaaaaazing. Delicious, I wish they were more generous with the hollandise sauce but overall it was great. The smashed potatoe hash browns were sooooo perfect. Crispy, hot and soft in the inside. I loved how they also sautéed other veggies with the hash. It was delicious. I think I would get the crab cake Benedict's next time, my friend said it was amazing and something she has never ordered before. 

When I asked for the bill, Nicole our server totally surprised us with a birthday treat for my friend. We were so awed with the surprise that it totally made our day. Plus we would definitely be coming back just to snack on those donuts. It was pure goodness. 

Can't wait to try their fried chicken next time.

Happy eating fellow yelpers!",5
100,"The pancakes are as good in real life as they look on Instagram! Went here for brunch and loved everything. There was of course, a lineup but it moved quite quickly if you get there early enough. We waited for maybe 30 minutes. Fresh juice, great coffee, and delicious dishes! Found the staff to be personable and friendly. I didn't need to eat for the rest of the day!",5
101,"Honestly this is one of my favorite places to stay. I have stayed here a total of 6 times. I prefer the tower rooms over the pyramid rooms, mainly because of the space, and the restrooms are much nicer in the tower. the atmosphere here is amazing. They have amazing bartenders, and cocktail waitresses. A few times a year they always send me free rooms, which a majority of the time I use them. Their buffet isn't the best buffet on the strip, but I think it is up there. I would prefer they would serve fresh steamed crab legs, instead of serving them on ice, but a majority of buffets do that. I do wish they had more table games, especially the roulette tables. A lot of the time the place isn't to packed, and I love all the different restaurants they have, and stores. I would recommend this place to anyone staying on the strip.",5
102,Excellent chicken and waffles inexpensive and laid back experience. Friendly staff... No really long wait times. Two people ate for under twenty dollars. Will be back tonight lol,5
103,"To give some context, I have been to many PT's and many body workers. I've even been a body worker. Scott is, so far, the best I've encountered. Do NOT go to Scott if you want to lay on a table and get rubbed for a while. It's not about relaxation. Your body is your temple and all that, but it's also a machine, and if the pulleys and levers are out of place/sync/whack, then no amount of epsom salt and meditation is going to cure what ails ya. Just like how you gotta work out to get stronger, you gotta work on your injuries to make them better.

I spend a very large portion of my life either rock climbing or hiking somewhere to film someone else rock climbing. The rest of my life is spent behind a computer, seated, in what is possibly the most unhealthy bodily configuration for someone with chronically tight forearms, upper arms, chest, and back. Add to that some chronic elbow tendonitis (or -osis, whatever), a hectic schedule living on the road, and you have a recipe for a bundle of chronic pain and limited mobility.

I keep most of this crap at bay with self-therapy, but that only goes so far. It feels like vacuuming the kitchen floor, when really, it needs a mop.

Scott is that mop.

In 90 minutes, he took my forearm extensors to the bone, gave 'em some active release....from typing, my pronators are as taut as a piano string. He isolated those bastards and gave 'em what for. The back, neck, and shoulder work was incredible, as I could open my chest afterward...which is rare for those of us with hypertrophied backs who rarely use our pushing muscles.

If I'm in town long enough, I'm going back.",5
